Address,bMonsters,rMonsters
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/10237?gameHash=ab7fc17d2f956003,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/10251?gameHash=9dafdc83cc19c259,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/180620?gameHash=a9d6e6d572958dc9,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/180642?gameHash=0bc346f3817d248f,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/180688?gameHash=8366678883d60795,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/180691?gameHash=2d6046dba78fa1f3,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/180698?gameHash=bbcf4dc8ac0b8442,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/180707?gameHash=ded7f107a3786288,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/20390?gameHash=9eb0bce7445632ab,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/20400?gameHash=5edd100789f8f25b,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/20454?gameHash=ffa947aa7bd09f78,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/20455?gameHash=a6e7f56eb73adc9b,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210105?gameHash=cd37e8579b5fa94d,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210123?gameHash=4abd8d7804a5eb36,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210132?gameHash=20238a5bcd9b5bcf,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210152?gameHash=2db7f5485585a7af,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210160?gameHash=f6d469d70ca90007,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210169?gameHash=d0ba83fba36c3418,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210292?gameHash=30ca964c100aa566,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210301?gameHash=9054d214a79cf843,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210309?gameHash=24a9af66728704ac,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210317?gameHash=377cbbf814716219,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210324?gameHash=7bedf92e0a7c29a3,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/210325?gameHash=bd8cad1829935ad3,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/220120?gameHash=41ae31a6fafcd862,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/220122?gameHash=b48702f27a89f23c,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/220138?gameHash=a3ac0812127cdfbf,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/220221?gameHash=04b989507e237da7,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/220225?gameHash=3565248407b76ca6,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/220250?gameHash=ce051dd7d89627a1,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230503?gameHash=291986343a6d784d,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230519?gameHash=d1b8f2294ea2fc0c,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230520?gameHash=06a94f6b975d1c71,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230612?gameHash=39cf4393e04e73d0,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230615?gameHash=03ebf7428bb0fd0c,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230616?gameHash=dfb04d6b82974de1,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/240236?gameHash=2eca338e2c431bf5,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/240244?gameHash=d78445e0b749eceb,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/240245?gameHash=0865eb9b96fb26e6,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250165?gameHash=dd34053b5ebf1893,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250172?gameHash=6c0afe029aed1c92,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250180?gameHash=9d1f8a3ba33c0786,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250191?gameHash=c7e14fd915168549,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260155?gameHash=007802c051352561,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260161?gameHash=667a9888646b1e0a,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260173?gameHash=8dc3a9bb7c04a293,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260176?gameHash=ccf70787bf8997cf,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260183?gameHash=4df420e58e347d61,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260191?gameHash=f5f2e160ce543d56,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260436?gameHash=4510cccdd0c543b3,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260437?gameHash=3d04c3497c4c2870,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260438?gameHash=abf10991af165e43,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260439?gameHash=19389d78c12061cb,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/270395?gameHash=17034986d2649547,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/270411?gameHash=201e639aa99e4962,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/270412?gameHash=e803e3f9a2f6b22f,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/40124?gameHash=aca89e4259a33629,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/40125?gameHash=8acdd8ee37249792,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/50152?gameHash=8659aa11bdf1fe5b,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/50159?gameHash=81aa1d30ee2c7252,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/90085?gameHash=827364f42e5d8596,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/90087?gameHash=b4523225026d7579,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/90142?gameHash=8a8044eb9d88140a,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/90338?gameHash=f94f68f5ab796598,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/280694?gameHash=5599420c041036cd,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/280706?gameHash=1f7f6cf7ce71651a,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/280708?gameHash=05a97c3360d04cfe,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/280712?gameHash=a42119c25296cdb2,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/280730?gameHash=b3d430eb149bb459,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/280731?gameHash=2681caf4f49642a1,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/280740?gameHash=356bdc6b3e60300e,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/280745?gameHash=190015ed122c9efe,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/280754?gameHash=0889461d74cb2351,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/290544?gameHash=774394ef5fb62b60,3,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/290561?gameHash=83428dc4044c687c,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/290578?gameHash=681f4e2790498c35,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/290606?gameHash=9f8172291d5a3d95,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/290618?gameHash=337fb24fd5485760,1,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT06/290631?gameHash=f3c6222e75bce2bd,2,1
http://matchhistory.las.leagueoflegends.com/es/#match-details/TRLT3/210047?gameHash=0708d304719ff668,1,2
http://matchhistory.las.leagueoflegends.com/es/#match-details/TRLT3/210048?gameHash=950d19b225b03d64,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/170396?gameHash=aa361c868b3b34d3,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/170399?gameHash=4da113872da04a7e,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/171014?gameHash=1523ce220978c083,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/180481?gameHash=cafef83665157e72,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/180488?gameHash=a29e03c35e3e86d6,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/340267?gameHash=1c5719180df107cf,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/100150?gameHash=34543027a3e88d50,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/220274?gameHash=55d6e1cc874d368b,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/220296?gameHash=d91398f84ca672b0,2,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/220312?gameHash=12e08027226ba9f0,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/220326?gameHash=191e44a2de5a2ad7,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/220333?gameHash=e562fba5516e4744,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/40378?gameHash=585189d5b65b8d72,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/50394?gameHash=1b96bc098207c546,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/89?gameHash=ae88b54a1ed5ae48,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/150068?gameHash=70aece59d1593052,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/150070?gameHash=d6b53a7baf024db4,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/280390?gameHash=2f2ea093e8009f0d,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/280397?gameHash=7606cd2a29ae895f,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/300012?gameHash=8b469e994c817850,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/300023?gameHash=1e00ad26ef2d4b5b,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/300033?gameHash=e173a3031dc947df,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/300077?gameHash=78dcc802e36c26f9,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/300228?gameHash=59281f9d90e7ed86,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/300235?gameHash=d360a074f0f8e538,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/330051?gameHash=254a7d51323fa8c5,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/50009?gameHash=a4407d72f340f922,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/50015?gameHash=9c8ec9e42bf7663a,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/50032?gameHash=262aa5daa290a144,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/50378?gameHash=5c8c64de739dcbf6,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/50389?gameHash=1e0afbf48fb2a2b2,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/70282?gameHash=6bd45ef686642af7,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/110036?gameHash=14244d6d8e14ef8d,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/130222?gameHash=655ed7199e9e7290,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/130257?gameHash=6825cbeab7f156a6,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/130295?gameHash=6c2c2a7b62df9578,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/130535?gameHash=aa7de6943b151b84,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/130616?gameHash=02028334d7d140fa,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/130623?gameHash=02139162bfed8ad5,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/130632?gameHash=f41ac464dd418e5b,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/130637?gameHash=5195ee8326466f7a,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/140016?gameHash=9212c67bc0e59f63,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/140043?gameHash=1208f907001325de,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/140094?gameHash=f7d474f5ead80c6c,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/140104?gameHash=db618fc430d93eca,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/140120?gameHash=b36a2e3074b9b454,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/140200?gameHash=80acc01bb25c2ed9,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/140710?gameHash=09b4260bc296eb42,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/140812?gameHash=c95730778287edf3,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/140950?gameHash=11614ee6f1ff3790,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/150422?gameHash=30431d918df788c6,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/160298?gameHash=db09b736c1753cab,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/170084?gameHash=79184fc02b5544db,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/20394?gameHash=fa5c1e63d964de1f,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/20444?gameHash=0448c97e526ab0f7,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/20679?gameHash=f0f50b707c01bd47,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/20690?gameHash=1b717e5013f8882c,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/20709?gameHash=4339211cf75813a0,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/20715?gameHash=ed754ef1c0560a32,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/20750?gameHash=cfe2b5d3cff7ea80,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/20754?gameHash=72f6a6aab69bf89a,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/20757?gameHash=9b46ef0015471991,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/21025?gameHash=7126176dd9b9a50a,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/21035?gameHash=6de46f42f0294326,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/21163?gameHash=94710a6701bce17e,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/21271?gameHash=ba8643a8cd75022c,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/21351?gameHash=4dcf6597f797a001,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/21369?gameHash=ef306c89ed5a4171,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/240067?gameHash=00416ed438e29f14,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/240103?gameHash=2041a87ba42442c3,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/240140?gameHash=3ffc7a89e61cf159,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/240391?gameHash=bb47980a09fdecfb,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/240837?gameHash=cdc33665e375f63b,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/240845?gameHash=b7a4e4960e0492e9,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/240885?gameHash=f64b81ebece2edcd,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250224?gameHash=b57b8941bf284683,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250335?gameHash=3ff5f99d03296214,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250345?gameHash=799562ab5d7dffc4,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250502?gameHash=9715dfd86178d7da,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250611?gameHash=d25d6fb9131ebaa1,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250619?gameHash=6895e612786d4bbe,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250623?gameHash=40ca1c24ca5b72aa,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250725?gameHash=36fbf77f2e9f424b,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250740?gameHash=2746e0ef92da355f,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250743?gameHash=808494802307a536,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250860?gameHash=cdb1997fc4bad3fd,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250885?gameHash=146e885ad8c0b88c,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250898?gameHash=c20375d2ec4371b8,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250976?gameHash=c2abcbb6907d83a0,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/250994?gameHash=bbbac7d602ce1c71,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260140?gameHash=5447bd45083ae81f,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260143?gameHash=5100f06ef075d699,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260168?gameHash=ac65ff2778746881,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260172?gameHash=4510b74057606352,2,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260173?gameHash=c5cc7c15ac79ab96,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260185?gameHash=e6d8f4b12ada8216,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260303?gameHash=0bbf64920a74fa3d,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260871?gameHash=b7358be56f286089,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260880?gameHash=b0c6778542add2d5,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260937?gameHash=5c0fac90d0e2feb5,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260946?gameHash=8e6292ffc9a42500,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260986?gameHash=812eafb1e33d633d,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/260995?gameHash=5ff16fa8060d4ad5,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270042?gameHash=47fe15eeff6651f0,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270345?gameHash=3b770bf3b3488fe4,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270350?gameHash=b3a04e08c99ccab9,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270359?gameHash=f16d191aa4301dfa,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270376?gameHash=5f1aca6699df6db9,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270377?gameHash=b8b29ab114bc47ff,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270382?gameHash=b062fedb635b9aae,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270417?gameHash=64b70e69fc2c9456,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270442?gameHash=07d7a3eb954dabd7,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270446?gameHash=36ca3354532f0b86,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270449?gameHash=4ac58cd251485c42,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270459?gameHash=3b5adbf513dde4c5,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270558?gameHash=129d40b69da6e030,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270615?gameHash=d088cc59d903deec,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270619?gameHash=ef7cee8e7633cfda,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270684?gameHash=350f671cf7d11a70,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270700?gameHash=4120daff92abf606,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270875?gameHash=38fcafd5c3b4910e,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270945?gameHash=c54ee380be9cfab3,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270962?gameHash=4ac01c15160bb698,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/270974?gameHash=17af7fbd5b16c418,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280138?gameHash=ba5336b06047a24d,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280143?gameHash=d9f3fcbda6203fdd,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280219?gameHash=aa82e38380490e06,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280273?gameHash=bb043698089778f1,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280283?gameHash=495990243d355c95,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280356?gameHash=8420bb20895200cf,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280360?gameHash=14f6083f336584f3,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280374?gameHash=d81ad3da99e02bbc,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280398?gameHash=a08b807971edc656,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280419?gameHash=993d590f25b5a014,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280426?gameHash=b978305da41c25bb,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280522?gameHash=f9e3688d723b2523,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/280539?gameHash=2673471f7e421b65,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/290047?gameHash=f3997b8cc3c30ff6,2,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/290077?gameHash=110e1b1ffdfc2393,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/290565?gameHash=b4281672dd7eabf3,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300189?gameHash=176e553ed0ffee0b,1,1
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300195?gameHash=bdd456dbbc6d3cda,1,2
http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300288?gameHash=653ac8e3d9f15b03,1,2
