,Address,golddiff,rResult,bResult,rKills,bKills,rBOTLANE_kills,rMIDLANE_kills,rTOPLANE_kills,bBOTLANE_kills,bMIDLANE_kills,bTOPLANE_kills
0,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/30105?gameHash=f932becf86175f38,-574,0,1,1,1,0,1,0,1,0,0
1,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/30105?gameHash=f932becf86175f38,-574,0,1,1,1,1,0,0,1,0,0
2,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/30133?gameHash=2a7ecaf7380e9d89,1017,0,1,1,5,0,0,1,0,0,1
3,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001000017?gameHash=00a7858e986c8d87,-355,0,1,2,3,0,1,0,0,0,1
4,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001010082?gameHash=526656c79ac5b9d1,4281,0,1,1,2,0,0,1,2,1,1
5,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001020050?gameHash=ce0cb0ff15f46940,-3345,1,0,5,1,0,1,0,1,0,0
6,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001020050?gameHash=ce0cb0ff15f46940,-3345,1,0,5,1,1,0,0,1,0,0
7,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001020078?gameHash=ac88c9ebef96eea3,5668,0,1,1,6,0,0,1,1,1,1
8,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030097?gameHash=93aa539a57bd9410,1012,1,0,1,3,0,0,1,1,0,0
9,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030127?gameHash=762c72407ff38146,-2085,1,0,2,2,1,0,0,1,0,1
10,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030127?gameHash=762c72407ff38146,-2085,1,0,2,2,0,0,1,1,0,1
11,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030127?gameHash=762c72407ff38146,-2085,1,0,2,2,0,0,1,1,0,1
12,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030142?gameHash=f7660a0913591227,-634,0,1,3,2,0,0,1,1,1,1
13,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030142?gameHash=f7660a0913591227,-634,0,1,3,2,1,0,0,1,1,1
14,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030146?gameHash=fd8fc20be34b5c44,1668,0,1,3,4,1,0,0,0,1,1
15,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030165?gameHash=c292e0f8bae5f425,147,1,0,2,1,0,0,1,1,0,0
16,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030183?gameHash=39b59022b7b3c006,-1686,0,1,8,7,0,0,1,0,0,1
17,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030183?gameHash=39b59022b7b3c006,-1686,0,1,8,7,1,0,0,0,0,1
18,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030183?gameHash=39b59022b7b3c006,-1686,0,1,8,7,1,0,0,0,0,1
19,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001030183?gameHash=39b59022b7b3c006,-1686,0,1,8,7,0,1,0,0,0,1
20,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040041?gameHash=5f815b5bea274396,5003,0,1,1,3,0,0,1,2,2,2
21,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040062?gameHash=69af528266947113,1114,0,1,1,3,0,1,0,1,0,1
22,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040062?gameHash=69af528266947113,1114,0,1,1,3,1,0,0,1,0,1
23,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040068?gameHash=a5610f43cd3d602d,-200,1,0,5,6,0,1,0,1,1,0
24,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040074?gameHash=4a8f29871aa91c19,-827,1,0,3,4,0,0,1,0,1,0
25,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040074?gameHash=4a8f29871aa91c19,-827,1,0,3,4,0,1,0,0,1,0
26,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040074?gameHash=4a8f29871aa91c19,-827,1,0,3,4,1,0,0,0,1,0
27,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040096?gameHash=bc68309937870981,-1327,1,0,2,1,0,0,1,1,0,0
28,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040142?gameHash=829819eb50b6fb17,4096,0,1,1,3,1,0,0,1,1,1
29,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040154?gameHash=9272190b156f9bfc,-1705,0,1,1,3,0,1,0,1,0,0
30,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070051?gameHash=3ed5ca8c2fcd81cd,-15,1,0,1,1,1,0,0,0,0,1
31,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070068?gameHash=b1130cf8f9c5e772,1547,0,1,2,2,0,1,0,0,0,1
32,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070082?gameHash=58f8b7117f1a7717,931,0,1,1,1,1,0,0,0,1,1
33,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070082?gameHash=58f8b7117f1a7717,931,0,1,1,1,0,1,0,0,1,1
34,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090016?gameHash=d4307d5d69dea1fe,-3064,1,0,6,3,1,0,0,1,0,0
35,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090016?gameHash=d4307d5d69dea1fe,-3064,1,0,6,3,0,0,1,1,0,0
36,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090016?gameHash=d4307d5d69dea1fe,-3064,1,0,6,3,0,1,0,1,0,0
37,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090037?gameHash=6aa9ab6b55af2223,529,0,1,3,1,1,0,0,0,0,1
38,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080064?gameHash=2cbe38094f0d00e3,-316,1,0,2,2,0,0,1,1,0,1
39,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080064?gameHash=2cbe38094f0d00e3,-316,1,0,2,2,1,0,0,1,0,1
40,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080068?gameHash=86b3fe64916e9424,-84,0,1,1,1,0,0,1,1,0,1
41,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080068?gameHash=86b3fe64916e9424,-84,0,1,1,1,1,0,0,1,0,1
42,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090105?gameHash=bfad7537e1591dbb,267,0,1,1,2,1,0,0,0,0,1
43,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080201?gameHash=1ffd232009cc61a5,-970,1,0,6,4,0,0,1,1,0,0
44,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080211?gameHash=0abe526de3932809,-1463,0,1,3,1,0,0,1,1,0,0
45,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080211?gameHash=0abe526de3932809,-1463,0,1,3,1,1,0,0,1,0,0
46,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190046?gameHash=a5ac7b41ef215beb,-2998,1,0,5,1,1,0,0,0,1,0
47,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180104?gameHash=a48365f487fb1750,368,1,0,5,6,0,0,1,1,0,0
48,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180113?gameHash=74539c15384418b4,1597,0,1,3,3,1,0,0,1,0,1
49,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200033?gameHash=037bf9c7473334ac,2959,0,1,1,3,1,0,0,1,0,1
50,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200067?gameHash=b9e59980115f03d2,3381,1,0,1,5,0,0,1,1,0,1
51,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200083?gameHash=095f04e06c7fe592,660,1,0,3,3,1,0,0,0,0,1
52,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210086?gameHash=80e7bfda914fd0c9,-760,1,0,3,3,0,0,1,0,1,1
53,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210086?gameHash=80e7bfda914fd0c9,-760,1,0,3,3,0,1,0,0,1,1
54,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210086?gameHash=80e7bfda914fd0c9,-760,1,0,3,3,1,0,0,0,1,1
55,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210134?gameHash=6a76db40b8416e0b,-454,1,0,5,6,1,0,0,0,0,1
56,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210134?gameHash=6a76db40b8416e0b,-454,1,0,5,6,0,1,0,0,0,1
57,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210139?gameHash=778895bd05d45d7b,-3044,1,0,5,1,1,0,0,0,0,1
58,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210144?gameHash=00bad4da4d94bdbf,2070,0,1,4,4,1,0,0,1,0,1
59,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220097?gameHash=c970fe797f7c7fbc,1568,1,0,2,5,0,0,1,1,1,0
60,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230142?gameHash=3cbf3856b7ccd72e,-684,0,1,3,1,1,0,0,0,0,1
61,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230143?gameHash=4ff786778f478000,-584,1,0,7,2,1,0,0,1,0,0
62,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230162?gameHash=d68901bc63a8ff8d,76,1,0,4,6,1,0,0,1,0,1
63,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230162?gameHash=d68901bc63a8ff8d,76,1,0,4,6,0,0,1,1,0,1
64,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220243?gameHash=c778eada78a5eaf1,220,1,0,1,4,0,0,1,1,0,1
65,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220243?gameHash=c778eada78a5eaf1,220,1,0,1,4,1,0,0,1,0,1
66,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220279?gameHash=0364e2e542b777a4,1972,0,1,2,4,1,0,0,1,0,0
67,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220279?gameHash=0364e2e542b777a4,1972,0,1,2,4,0,0,1,1,0,0
68,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230235?gameHash=82225baf029a31c7,521,0,1,1,4,1,0,0,1,0,0
69,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230235?gameHash=82225baf029a31c7,521,0,1,1,4,0,0,1,1,0,0
70,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230243?gameHash=55d98f5310ec170a,1252,0,1,3,4,1,0,0,1,1,1
71,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230243?gameHash=55d98f5310ec170a,1252,0,1,3,4,0,0,1,1,1,1
72,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250008?gameHash=f3b59b7b3345ab4c,2604,0,1,1,5,1,0,0,0,1,1
73,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250040?gameHash=0b2f5db5a1e87c90,2401,1,0,3,6,1,0,0,0,0,1
74,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250085?gameHash=b02d31d8ef5d975a,3311,1,0,1,6,0,0,1,1,1,1
75,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250093?gameHash=526acf576153f2fa,-1156,1,0,1,1,0,1,0,1,0,0
76,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250093?gameHash=526acf576153f2fa,-1156,1,0,1,1,0,0,1,1,0,0
77,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250106?gameHash=672a4fa9b979d6dd,1466,0,1,2,5,1,0,0,1,0,1
78,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240119?gameHash=cab05d1729348e41,35,0,1,1,1,0,0,1,1,0,1
79,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240119?gameHash=cab05d1729348e41,35,0,1,1,1,1,0,0,1,0,1
80,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240144?gameHash=a384641759a15cf6,-4011,1,0,3,1,0,0,1,0,0,1
81,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240144?gameHash=a384641759a15cf6,-4011,1,0,3,1,1,0,0,0,0,1
82,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260029?gameHash=275ed6142ee32d7c,1859,0,1,2,2,1,0,0,1,0,1
83,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260029?gameHash=275ed6142ee32d7c,1859,0,1,2,2,0,0,1,1,0,1
84,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260036?gameHash=fc1dcf6ede04ee34,970,1,0,7,4,0,1,0,2,0,1
85,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260036?gameHash=fc1dcf6ede04ee34,970,1,0,7,4,1,0,0,2,0,1
86,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260036?gameHash=fc1dcf6ede04ee34,970,1,0,7,4,0,0,1,2,0,1
87,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260059?gameHash=7483afd2dbea6ff7,1788,0,1,1,4,1,0,0,1,0,1
88,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260071?gameHash=ad906c10b354307e,1142,1,0,1,2,0,0,1,0,1,1
89,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260081?gameHash=3e2cc872b1ad9c5b,-939,1,0,6,5,0,1,0,1,1,1
90,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260081?gameHash=3e2cc872b1ad9c5b,-939,1,0,6,5,0,0,1,1,1,1
91,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290018?gameHash=d90c172fc49ede4a,881,1,0,5,4,0,0,1,2,1,0
92,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290018?gameHash=d90c172fc49ede4a,881,1,0,5,4,1,0,0,2,1,0
93,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290040?gameHash=f51d237361ebf853,566,0,1,3,9,0,0,1,1,0,1
94,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290040?gameHash=f51d237361ebf853,566,0,1,3,9,0,0,1,1,0,1
95,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290040?gameHash=f51d237361ebf853,566,0,1,3,9,1,0,0,1,0,1
96,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280054?gameHash=81607d39cb296bc7,2365,0,1,1,2,0,0,1,1,0,1
97,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280054?gameHash=81607d39cb296bc7,2365,0,1,1,2,1,0,0,1,0,1
98,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280062?gameHash=69fe7bdd0207d7e7,-37,1,0,1,2,1,0,0,1,0,1
99,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110014?gameHash=18717893b9762729,-781,0,1,2,2,1,0,0,0,0,1
100,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110015?gameHash=f485ca80cf34808f,-3020,1,0,4,2,0,0,1,1,0,0
101,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110015?gameHash=f485ca80cf34808f,-3020,1,0,4,2,1,0,0,1,0,0
102,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100009?gameHash=8108b2b008790546,3453,0,1,1,9,0,0,1,2,0,1
103,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100015?gameHash=a2126b50b67efa95,867,0,1,4,9,1,0,0,1,0,1
104,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100015?gameHash=a2126b50b67efa95,867,0,1,4,9,0,0,1,1,0,1
105,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100073?gameHash=9c00db0fa33f787b,1799,0,1,2,4,0,0,1,0,0,1
106,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100073?gameHash=9c00db0fa33f787b,1799,0,1,2,4,1,0,0,0,0,1
107,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110095?gameHash=5c5183eed3a2f4cf,452,1,0,3,6,0,0,1,1,0,0
108,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110095?gameHash=5c5183eed3a2f4cf,452,1,0,3,6,1,0,0,1,0,0
109,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110095?gameHash=5c5183eed3a2f4cf,452,1,0,3,6,0,1,0,1,0,0
110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110098?gameHash=5859e05051fdabbe,-1326,1,0,5,4,0,1,0,1,0,0
111,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110120?gameHash=218d238cb0508c6d,1218,0,1,1,2,0,0,1,1,1,0
112,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100107?gameHash=82c0f161ad6c0621,941,1,0,1,1,1,0,0,1,0,1
113,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100119?gameHash=26ffc410e405cf6c,99,1,0,2,2,1,0,0,1,0,1
114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100119?gameHash=26ffc410e405cf6c,99,1,0,2,2,0,0,1,1,0,1
115,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100121?gameHash=80fdddeaa8260cbd,-2783,1,0,4,1,0,0,1,1,1,1
116,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100121?gameHash=80fdddeaa8260cbd,-2783,1,0,4,1,1,0,0,1,1,1
117,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100121?gameHash=80fdddeaa8260cbd,-2783,1,0,4,1,0,1,0,1,1,1
118,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330011?gameHash=ceab9a557db65ef8,-3510,1,0,5,2,0,1,0,0,0,1
119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330011?gameHash=ceab9a557db65ef8,-3510,1,0,5,2,1,0,0,0,0,1
120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340045?gameHash=bd7b1ff0d60589e3,-1643,1,0,1,2,0,1,0,1,0,0
121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340045?gameHash=bd7b1ff0d60589e3,-1643,1,0,1,2,1,0,0,1,0,0
122,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340045?gameHash=bd7b1ff0d60589e3,-1643,1,0,1,2,0,0,1,1,0,0
123,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330086?gameHash=5605652209410353,-2280,0,1,8,3,1,0,0,0,0,1
124,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330099?gameHash=646c24c3ad1d8059,1774,0,1,6,6,1,0,0,0,1,1
125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340125?gameHash=725624737e1bf329,588,0,1,2,3,0,0,1,1,0,1
126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340125?gameHash=725624737e1bf329,588,0,1,2,3,1,0,0,1,0,1
127,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360069?gameHash=338f79bf740f4013,2935,1,0,1,4,0,1,0,1,0,1
128,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370016?gameHash=ae3261ebf027d1c7,17,1,0,2,2,1,0,0,0,0,1
129,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370018?gameHash=505b18fd44fed131,-1045,0,1,1,1,1,0,0,1,0,0
130,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370020?gameHash=64a56fb409fae627,2185,0,1,2,6,0,1,0,1,0,0
131,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370026?gameHash=d55a4a403211f35e,-1948,1,0,6,2,0,0,1,1,0,1
132,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370026?gameHash=d55a4a403211f35e,-1948,1,0,6,2,1,0,0,1,0,1
133,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370027?gameHash=572f9e09ff126c37,379,1,0,9,11,0,0,1,1,0,0
134,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370027?gameHash=572f9e09ff126c37,379,1,0,9,11,1,0,0,1,0,0
135,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370028?gameHash=319affeb9db3bc00,-4271,0,1,7,2,1,0,0,1,0,0
136,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370028?gameHash=319affeb9db3bc00,-4271,0,1,7,2,0,1,0,1,0,0
137,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520070?gameHash=e5a089b1818d40b0,-654,1,0,4,4,0,0,1,1,0,1
138,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520070?gameHash=e5a089b1818d40b0,-654,1,0,4,4,1,0,0,1,0,1
139,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520083?gameHash=86d4c628a9babfbb,-2358,1,0,2,2,0,0,1,1,0,1
140,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520083?gameHash=86d4c628a9babfbb,-2358,1,0,2,2,1,0,0,1,0,1
141,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520097?gameHash=bc715e5ce8216066,1227,1,0,1,3,1,0,0,1,1,1
142,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520097?gameHash=bc715e5ce8216066,1227,1,0,1,3,0,0,1,1,1,1
143,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520119?gameHash=44d0e53ce9d31537,811,0,1,1,2,0,0,1,1,1,1
144,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520119?gameHash=44d0e53ce9d31537,811,0,1,1,2,1,0,0,1,1,1
145,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510104?gameHash=fdbda4f42ae325fa,492,1,0,3,4,0,0,1,1,1,0
146,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510120?gameHash=94f4e7ae4539dfea,966,0,1,3,6,0,1,0,1,2,1
147,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510120?gameHash=94f4e7ae4539dfea,966,0,1,3,6,1,0,0,1,2,1
148,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510120?gameHash=94f4e7ae4539dfea,966,0,1,3,6,0,0,1,1,2,1
149,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510125?gameHash=f7059f7939cf2287,621,0,1,3,3,1,0,0,1,0,1
150,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510125?gameHash=f7059f7939cf2287,621,0,1,3,3,0,0,1,1,0,1
151,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510141?gameHash=dfdec88962988af1,-3826,1,0,5,3,1,0,0,1,1,0
152,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510141?gameHash=dfdec88962988af1,-3826,1,0,5,3,0,1,0,1,1,0
153,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510141?gameHash=dfdec88962988af1,-3826,1,0,5,3,0,0,1,1,1,0
154,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510141?gameHash=dfdec88962988af1,-3826,1,0,5,3,0,0,1,1,1,0
155,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520261?gameHash=97fcbbf11e0f4627,-183,1,0,1,3,0,0,1,0,0,1
156,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520271?gameHash=33bf9fbb8b079c41,-313,1,0,2,5,0,0,1,1,0,0
157,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520271?gameHash=33bf9fbb8b079c41,-313,1,0,2,5,0,1,0,1,0,0
158,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520271?gameHash=33bf9fbb8b079c41,-313,1,0,2,5,1,0,0,1,0,0
159,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510200?gameHash=4d4871d0e68e336e,1712,0,1,1,3,0,0,1,1,0,0
160,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510217?gameHash=2ff30f937b0fc345,230,1,0,4,2,1,0,0,0,1,1
161,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510259?gameHash=62fab746a07b620c,-570,1,0,2,3,1,0,0,0,0,1
162,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540048?gameHash=a3acb118e966aed0,4781,0,1,1,3,1,0,0,1,1,1
163,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540061?gameHash=f545358375f002eb,2658,0,1,3,4,0,0,1,1,1,1
164,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540061?gameHash=f545358375f002eb,2658,0,1,3,4,1,0,0,1,1,1
165,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540082?gameHash=ac7de0d2e6ac1216,-1801,1,0,1,3,1,0,0,1,0,0
166,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001560015?gameHash=314d26a7b9fb3223,6167,0,1,1,9,1,0,0,2,1,1
167,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001560015?gameHash=314d26a7b9fb3223,6167,0,1,1,9,0,0,1,2,1,1
168,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001560025?gameHash=229b7f6920b359b2,3073,0,1,1,4,1,0,0,2,1,1
169,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001560037?gameHash=d4d1fd94568047ab,-792,1,0,6,6,0,0,1,1,0,2
170,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001560037?gameHash=d4d1fd94568047ab,-792,1,0,6,6,1,0,0,1,0,2
171,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001560055?gameHash=5d399e0f6e5e3467,328,0,1,3,2,0,0,1,1,0,2
172,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001560055?gameHash=5d399e0f6e5e3467,328,0,1,3,2,1,0,0,1,0,2
173,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001550076?gameHash=cf9db9879048478a,2104,0,1,1,2,1,0,0,0,0,1
